symbol,Revenue,Revenue Growth,Preferred Dividends,Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,EBITDA,EBIT,Total assets,Retained earnings (deficit),Total shareholders equity,Other Assets,Other Liabilities,Investment purchases and sales,Issuance (buybacks) of shares,priceToSalesRatio,priceEarningsRatio,priceToOperatingCashFlowsRatio,priceFairValue,netProfitMargin,returnOnEquity,nIperEBT,eBTperEBIT,fixedAssetTurnover,currentRatio,debtRatio,totalDebtToCapitalization,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,capitalExpenditureCoverageRatios,dividendPayoutRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Market Cap,PE ratio,POCF ratio,PFCF ratio,PTB ratio,Enterprise Value over EBITDA,EV to Free cash flow,Earnings Yield,Net Debt to EBITDA,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,R&D to Revenue,Receivables Turnover,Gross Profit Growth,EPS Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,10Y Net Income Growth (per Share),3Y Shareholders Equity Growth (per Share),Receivables growth,sector_code,buy_ignore
CRC,-0.043540695427904966,-0.2506803846325242,-0.08503958448906312,-0.030101711997099097,0.36857098326619275,0.03859748785324197,-0.02104452357760826,-0.03199417260146561,-0.11536327167512932,-0.10456696859756585,0.12228645352906518,0.0613538819862772,0.04528823180948634,0.034228100307039,-0.09075338062468696,-0.043968880124542774,-0.02196573586866016,-0.03506753789066228,0.03926455067819633,-0.029754628980078926,-0.023480490576591857,0.007861679975986843,0.02369511362867516,0.02836932665064238,0.02296982580335326,-0.05600439796750645,-0.04366110571497271,-0.02104449376922437,0.011463273303517763,-0.009991257027412883,0.025382252264109263,-0.05230659040010527,-0.04666900238896604,-0.06271886541376961,-0.03692147615651416,-0.034029102966026986,-0.04725317946150358,-0.02883100067924276,-0.8434012175496024,-0.05720000407074025,-0.025829136198548715,-0.7716645627988606,-0.8951704422257646,-0.0871360026997416,-0.5847836432295097,-0.02407086143211614,-0.02169947853636371,-0.05220872761177126,-0.021391255995382295,-0.0018035454661770587,0.02808737114241618,-0.03441274847174314,0.001218317180134834,-0.013142600051348688,-0.1488505186871798,0.015178230548484306,-0.03986154756197581,0.5379497360221837,-0.5673491954570992,-0.15303431997572478,10,1
CREE,-0.045749315060382365,-0.005516348424632253,-0.08503958448906312,-0.030226537182524632,-0.03025795626990934,0.007755755666302626,-0.021044558663088037,-0.035656272398393335,-0.26084974046449155,-0.03523206862143723,0.24496414925533933,0.0613538819862772,0.04613555526913224,0.042544526726701476,0.12547648210445309,-0.04443859892770893,-0.02196542778301806,-0.03506751738394562,0.039264559525850576,-0.029754629074778906,-0.0234805299860938,0.007861236668435821,0.023696035429071456,0.028369465446565056,0.022970057197735025,-0.0006916613756085024,-0.04366110735963084,-0.021044360228004218,0.011535144068478723,-0.009902669801580081,0.025130492282118232,-0.05227839448571784,-0.04667228748477581,-0.06264765542223925,-0.03687963416888639,-0.03399004959297971,-0.047243716146919135,-0.02856590908054366,-0.05184948152873495,-0.14284589300750147,-0.021943304759627646,-0.09568625610187112,-0.05278061330807116,-0.07367232793759208,0.11871583683684507,-0.022323377102189162,-0.027006968723501525,-0.18204850764315036,-0.02139125235461821,0.022168401324089718,0.15463232852260206,-0.03441274846742809,-0.008085725132197023,-0.059197586263939825,1.1313739978589354,0.06584784424679793,-0.03986155144701395,-0.49711080463272145,-0.049950561006033165,-0.0031703782611929754,3,1
CRESY,0.06596192654883554,-0.29022297111766804,-0.08503958448906312,-0.030226537182524632,0.031100342120260267,0.022709322787242914,-0.021044579301605554,0.019211326598494817,-0.32629200977338113,-0.0654549737392369,0.11388387163000531,0.10429494920236508,0.0871162604734923,-0.15124153394560336,0.005922087046224052,0.012862319718287416,-0.021965206346462804,-0.03506763058102161,0.03926453077097429,-0.029754628662268457,-0.02347997190522737,0.007854507156716544,0.02369617830537465,0.028370336342108005,0.02297030247577969,0.009069409787667607,-0.04366110831901474,-0.02104449376922437,0.01346210667017917,-0.009399278212568625,0.027046356948993603,-0.052307644092135876,-0.0466608189225726,-0.06271980703349234,-0.036921785238601894,-0.03402936843677826,-0.047250971354767204,-0.10120100712409788,0.12601346693884968,-0.41313565767169025,-0.024963732690317382,-0.0982641394748681,-0.05590636406472309,-0.06862344990178601,-0.4765529539885321,-0.024362108820437305,-0.02767040499689375,-0.09548865428889763,-0.021391265716544858,0.02829959497430928,0.03820042154978308,-0.03441274847056068,-0.014105987804882342,-0.08498837854299086,0.05258340874140475,0.0670126629525063,-0.03986155373233051,0.21946956966682812,0.06630974450372894,-0.0037264596775734276,7,0
CRI,-0.04240929339340948,-0.12414410788006384,-0.08503958448906312,-0.030145481867313247,0.1844960880956841,0.01990552895206661,-0.02104453389686702,-0.03376587623503546,-0.1340446629742947,-0.08987419216544495,0.12228645352906518,0.03399076345434955,0.04698049261717818,0.04249357783723135,-0.06568862237531385,-0.0444458337383685,-0.021965642801122447,-0.035067509728104726,0.03926453519480141,-0.0297546290594761,-0.023480506181696652,0.007861805837529913,0.023695180929482074,0.028369526047601713,0.022970436684521114,-0.053835271042333974,-0.04366110557791787,-0.02104449376922437,0.011536465829673407,-0.00990090133200708,0.025188845474022524,-0.052286598070241996,-0.04664876489774983,-0.06270427030806752,-0.03690606068738814,-0.034025240512459,-0.047238714109210204,-0.027107905287698592,0.020035081939688403,-0.04288559285799506,-0.024437703106882654,-0.038113527438271594,0.0003571495550115461,-0.05179385644909911,0.010485147595867382,-0.024362108820437305,-0.015728552075833672,0.034351125742481475,-0.021391253101385243,0.013154854329839278,0.13094950164414643,-0.03441274846875913,-0.002065462459511703,0.02922798726423516,0.01229662325568784,0.027797099860324866,-0.039861548704634084,0.03368947262620425,-0.0029631396106327788,0.006283005817274709,2,0
CRK,-0.046175581387974535,0.6271650353376694,-0.08503958448906312,-0.03022248441676406,0.09245864051042987,0.07504680771053392,-0.021044482300573226,-0.033384019554306865,-0.1657599937497613,-0.10099355452187307,-0.26647300233410487,0.0613538819862772,0.041344349789906566,0.04147307158114468,-0.09339449013773864,-0.044229865287999666,-0.021965620336544374,-0.035067508087567395,0.03926454404245565,-0.029754629089638156,-0.023480547442651708,0.007861673962124716,0.02369511473196708,0.02836933837987529,0.02296983737307235,0.032929805964564754,-0.04366108337503324,-0.02104449376922437,0.01145963846023238,-0.009930310326017378,0.02515243900603853,-0.0523046884595109,-0.04665543917161285,-0.06270850759681974,-0.03691991786765513,-0.03403600812282111,-0.04724995742820459,-0.026180084692251727,0.017159699400951474,-0.003911901824974507,-0.02578671445794914,0.05325811656017742,-0.02464885649820385,-0.09891671811662242,-0.39537993705779884,-0.02407086143211614,-0.02236291480975594,-0.03778208538606247,-0.021391252970694902,0.00022506249833114032,0.09582877104429464,-0.03441274849552852,0.00888046967264342,-0.014984799499852335,0.009312416923412512,0.019449232469414955,-0.039861542991342695,0.0204194656947311,-0.00484263646644879,0.0018343544862310923,10,0
CRL,-0.043638972839871136,-0.01342486572166103,-0.08503958448906312,-0.030226537182524632,0.0004211929251754634,0.027382312512536755,-0.021044529769163513,-0.03339558757405968,-0.14082062413362126,-0.053658262744580444,-0.1665948723327398,0.05586680617320678,0.04382863211329031,0.04403539704952172,0.04411489649170072,-0.044225819519901496,-0.021965601081191746,-0.035067505079915615,0.03926454625436921,-0.029754629048830666,-0.02348050089183062,0.007861806267091494,0.023695202995320404,0.028369483040414405,0.022970057197735025,-0.040820509491299166,-0.04366110324798553,-0.02104449376922437,0.011536631049822742,-0.009857541078031986,0.025192115885553288,-0.05227392941258308,-0.04664087416266617,-0.0626860264259399,-0.03690159187553623,-0.034022994221486684,-0.04724051664532153,-0.027372996886397695,0.009355089652951227,-0.02243643398264477,-0.02519281008955509,-0.02551054205917518,-0.05278061330807116,-0.07367232793759208,0.7139846276622223,-0.02377961404379498,-0.020372605989579257,0.019924483516772694,-0.021391253618283847,0.007505578130174713,0.10947360760863765,-0.03441274846641897,-0.00042357263968843454,0.0015949955366804742,0.016772932754100817,0.02760296340937347,-0.03986154824757077,-0.006120548168215209,-0.009944127932235116,-0.0031703782611929754,5,1
CRM,-0.029041579936086515,0.07356882454565547,-0.08503958448906312,-0.030226537182524632,1.135549713143312,0.018036333061949072,-0.02104454834382928,-0.029463149628288728,-0.08070027843693559,1.0359032451123447,-2.7429939740503513,0.13139101438225267,0.020340673506910132,0.037555454703972764,-0.01935672783676336,-0.04127166358292627,-0.02196521276491368,-0.03506729727852007,0.03926455510202345,-0.029754629033971424,-0.023480467565674616,0.00786239004127932,0.023693980547876848,0.028370794759627248,0.022970057197735025,-0.02346749408991942,-0.04366109831401117,-0.021044376920656735,0.011516143751305134,-0.00989720064567839,0.02513347473288528,-0.05175715284664808,-0.046588286609149,-0.06261104995551867,-0.03687533277649868,-0.034016716275808205,-0.04723326143747345,-0.0276380884850968,-0.027614114416523644,-0.0531101722956702,-0.025608543147430926,0.007429078818008635,-0.05278061330807116,-0.011402832162650547,0.7410422999724666,-0.021449634937225678,-0.02435322362993262,-0.0017154798217904905,-0.02139125269221456,-0.008031396019350726,0.06873726403242265,-0.03441274842393712,-0.00534924209915824,-0.013142600051348688,0.061536027738230706,0.04643419915165861,-0.039861550304355675,-0.21844065907178553,-0.03410908750701246,-0.0031703782611929754,3,1
CRMT,-0.046311914699162925,-0.06878448680086244,-0.08418323703831737,-0.030226131905948576,0.36857098326619275,0.018036333061949072,-0.02104453802457052,-0.03537739515892913,-0.23607845366461971,-0.10127533866664785,0.12228645352906518,0.05766067391546799,0.04726877043628587,0.04229807911004378,-0.0903397333505982,-0.044702247392582925,-0.02196545345682157,-0.035067499884880726,0.03926453077097429,-0.029754629051935585,-0.023480509884602877,0.00786187843343701,0.02369539662305176,0.028369610107104173,0.02297012892999337,-0.0419050729538854,-0.043661103522095214,-0.02104449376922437,0.011461621102024406,-0.00984447405285369,0.025233335412016528,-0.05230544662378992,-0.046652316704308514,-0.06270968462147314,-0.036890426285116636,-0.034020998814960624,-0.04724581159514855,-0.026710267889649936,-0.030900265889365855,-0.0313378325519149,-0.02641455621882285,-0.0653245185976843,-0.05278061330807116,-0.04169610037748697,-0.5847836432295097,-0.02407086143211614,-0.017055424622618127,0.019924483516772694,-0.021391253180043722,0.009604856364943078,0.14763198462907093,-0.03441274846937822,-0.002065462459511703,0.007121593882191411,0.01229662325568784,0.030126737271741585,-0.039861549161697395,-0.24498067293473183,-0.03625708391365934,-0.0031703782611929754,2,0
CROX,-0.045543113785544376,-0.037150417612747344,-0.08503958448906312,-0.030224916076220406,0.39925013246127755,0.01897093100700784,-0.021044535960718768,-0.03504027119733795,-0.2135808630155513,-0.09175601246351502,0.12228645352906518,0.04089998215023824,0.04710453995937703,0.04315983254568687,-0.09952780259628217,-0.04467431448768623,-0.0219653058324514,-0.035067470628631615,0.03926455067819633,-0.029754629063689916,-0.023480799504768154,0.00786153349548791,0.023694698790914532,0.02836938334193474,0.022969927616881238,-0.040820509491299166,-0.04366110831901474,-0.02104449376922437,0.011482934501288691,-0.009959129830170008,0.025110355597284143,-0.05229586830379433,-0.046645668451006365,-0.06269414789604834,-0.036882621962401205,-0.03401448457114091,-0.047203925162261656,-0.027240451087048142,0.12149500866369163,-0.04938120803016515,-0.025014638779036875,-0.05873659442224754,-0.04965486255141924,-0.03833018168694959,-0.39537993705779884,-0.02407086143211614,-0.00843075306851918,0.07041773130675347,-0.02139125257373827,0.004990071883435908,0.1408073962134402,-0.034412748462134886,-0.002065462459511703,0.14160215362295756,0.042138686578441095,0.028767782115081828,-0.039861548933165736,0.21946956966682812,0.06335624944458948,-0.0026142968448125237,2,1
CRS,-0.04396900058663958,-0.06087596950383366,-0.08503958448906312,-0.03019411505644008,-0.5518034925863505,0.021774724842184148,-0.021044535960718768,-0.034168777749403315,-0.17671022951932883,-0.08892217065423427,0.07803285552734986,0.06175687342268261,0.04604671068828261,0.04341888805291576,-0.10729927158823752,-0.04439652829331365,-0.02196552726900666,-0.035067511095219175,0.03926454625436921,-0.029754629064577032,-0.023480520728828242,0.007861819153938908,0.023695939994320674,0.028369551460939668,0.022970084965060835,-0.04949701719198904,-0.04366110612613725,-0.02104449376922437,0.011466908146803144,-0.009860881520558768,0.025210668786186944,-0.05229819191988596,-0.04665197193187699,-0.06270944921654246,-0.03690974391560037,-0.034017031339996534,-0.047247794384871,-0.02684281368899949,-0.02227411827315505,-0.03891605025278,-0.023894704827208096,-0.04040497932538003,-0.016834479606574037,-0.09050192139027897,-0.2600915755065768,-0.02407086143211614,-0.020372605989579257,-0.008928800934644892,-0.02139125295237383,0.016461297596831136,0.13658560000483685,-0.03441274846818957,-0.002065462459511703,-0.005773802257334107,0.007820313757274848,0.027991236311276257,-0.039861548933165736,-0.17863063827736606,-0.03061859334621129,0.003224558027182223,1,0
CRTO,-0.04413151007979577,-0.1557781770681789,-0.08503958448906312,-0.030226537182524632,0.0004211929251754634,0.018036333061949072,-0.021044544216125775,-0.03468567072957788,-0.20947199027934466,-0.06812258957036973,0.11948559289604523,0.0532123432703736,0.04676108204031193,0.044057230608232335,-0.05996385742994565,-0.04455503510818053,-0.021965633173446127,-0.03506750754072162,0.03926453740671497,-0.029754629040846595,-0.023480498511390904,0.007862216068839242,0.023695178171252284,0.028372850307693275,0.022970057197735025,-0.04732789026681657,-0.04366110489264365,-0.021044516026094393,0.011515317650558458,-0.009914950840281487,0.025133639281893116,-0.05230363732407238,-0.046653396557584596,-0.0627152166373441,-0.03691627327470387,-0.03402719507733101,-0.04724883084313502,-0.026577722090300387,-0.03541872416452389,-0.06898834271653043,-0.02502312312715679,-0.009756810335304658,-0.05278061330807116,-0.07030640924705471,0.03754281990611182,-0.02377961404379498,-0.01838229716940258,-0.0017154798217904905,-0.02139125243816231,0.008895022144266662,0.14754340602989846,-0.03441274846541605,-0.004254648885942729,-0.009458201154341398,-0.007100717904101781,0.02935019146793601,-0.03986154984729236,-0.2847906937291512,-0.03921057897279879,-0.0031703782611929754,3,1
CRUS,-0.04560482505536218,-0.3218570403057831,-0.08503958448906312,-0.030226537182524632,0.39925013246127755,0.020840126897125378,-0.021044540088422273,-0.03498232736812415,-0.2226978842559366,-0.06039797058584977,0.12228645352906518,0.02538189363477995,0.047010994230992156,0.04406123597477376,-0.10176433107686896,-0.04460468775790479,-0.021965835354648758,-0.0350675201181745,0.03926453740671497,-0.029754629052379144,-0.023480523902747862,0.00786285955208675,0.023695161070227577,0.028370017697947506,0.022970057197735025,-0.02889031140285059,-0.04366110612613725,-0.021044482640789355,0.011515482870707793,-0.009904602018335769,0.025123519517911124,-0.05229521526122254,-0.04663968372200639,-0.0626916761442762,-0.0369040387753975,-0.034024613301343355,-0.04724536096112072,-0.027372996886397695,-0.0596540912767352,-0.07187528279305047,-0.021824523885948834,-0.014339714109521541,-0.05278061330807116,-0.0871360026997416,0.11871583683684507,-0.023197119267152653,-0.021036042262971486,0.012711162403918293,-0.021391252363412327,0.010994212415044162,0.15084064094387933,-0.03441274845687263,-0.0037073522793349715,-0.011300400602845043,0.03617027391389044,0.028767782115081828,-0.03986154939022905,-0.6563508878103992,-0.05505205247181949,-0.0031703782611929754,3,0
CRVL,-0.04641239388445149,-0.08460152139491997,-0.08503958448906312,-0.030226537182524632,-0.490445194196181,0.020840126897125378,-0.021044535960718768,-0.035323932485143254,-0.23553496409139446,-0.10070110346940966,0.12228645352906518,0.0564669854883223,0.04721096053673531,0.04406123597477376,-0.07038720209688101,-0.04472204338987924,-0.021965530478232097,-0.03506749961145784,0.03926454404245565,-0.029754629060584997,-0.023480506710683257,0.00786183032254,0.02369521347659361,0.028369613039412402,0.022970057197735025,-0.03973594602871293,-0.04366110434442428,-0.02104449376922437,0.011538118031166762,-0.00993129280911349,0.02512061934164799,-0.052302165642202206,-0.04664190847996073,-0.06269379478865231,-0.03690005934351786,-0.03402336179637306,-0.04723549207591121,-0.027372996886397695,-0.041580258176103044,-0.07007094524522545,-0.024853436164758488,-0.03209846623461194,-0.05278061330807116,-0.0871360026997416,-0.23303390319633235,-0.02407086143211614,-0.005777007974950276,0.07041773130675347,-0.02139125243278813,0.0037658770225811353,0.14543130041943075,-0.03441274846336068,-0.002065462459511703,0.018174790573213286,0.0063282105911371825,0.030126737271741585,-0.039861548933165736,-0.35114072838651694,-0.04323807223526168,-0.0031703782611929754,6,1
CRY,-0.04684989774541238,-0.1004185559889775,-0.08503958448906312,-0.030226537182524632,0.890116519582634,0.01990552895206661,-0.021044544216125775,-0.035527816758677624,-0.25007739779229743,-0.09674545853487411,0.11388387163000531,0.0613538819862772,0.047166949469799,0.044050340750717835,-0.09525363631073211,-0.044689417266948736,-0.021965353970832976,-0.035067464066482285,0.039264548466282766,-0.029754629060363216,-0.023480511207069385,0.00786168770809529,0.023695125764886246,0.028369521160421338,0.02296982580335326,-0.040820509491299166,-0.043661105989082405,-0.021044499333441876,0.011472525631880552,-0.009940036908668891,0.02510465808788778,-0.05230316785290509,-0.046235343721515776,-0.06267260834489122,-0.036830644657979646,-0.03398726652598284,-0.04724222905462729,-0.027770634284446347,-0.021452580404944497,0.00703441263183065,-0.022893551749058123,0.18329801115358133,-0.05278061330807116,-0.028232425615337453,0.9575036784544219,-0.023488366655473814,-0.02435322362993262,-0.04499540649891687,-0.02139125260476196,0.004533292471677148,0.14163402284712825,-0.03441275376131591,-0.004254648885942729,-0.024195796742370563,0.04959920240912942,0.012654456686116195,-0.03986154984729236,-0.1653606313458929,-0.030081594244549568,-0.0031703782611929754,5,0
CSCO,0.023842057661893675,-0.1004185559889775,-0.08503958448906312,-0.030172230121333004,0.7980790719973797,0.03672829196312443,-0.02104450087523899,0.031194268150191252,4.394095942991774,1.2910201206655358,-1.0960879218346162,-0.33010366158408583,0.12261347814781318,0.017489430543429933,1.4839394614200725,-0.0336656014098056,-0.021965568988937357,-0.03506464671703533,0.03926452413523361,-0.029754629062581018,-0.02348050909112297,0.007861788225505114,0.023695186445941655,0.028369441010663177,0.022970263138734792,-0.040820509491299166,-0.04366110831901474,-0.02104447151235434,0.0115011087177156,-0.009940560899653483,0.025118850439813743,-0.051372854771406636,-0.04664896005195635,-0.06267296145228723,-0.03690509480586395,-0.03402547389333924,-0.04723702423160584,-0.02697535948834904,0.010998165389372325,-0.05190728059712019,-0.025133419652715684,-0.04126427378304569,0.026926030986552895,-0.06862344990178601,0.4163502322495336,-0.023488366655473814,-0.011747934435480315,0.08484437353246226,-0.021391252579356736,0.2842729456218371,-0.1342251010494626,-0.03441274846627659,0.007238579852820153,0.038438984506753385,0.01229662325568784,0.03051501017364437,-0.0398615450481276,0.007149458763257945,-0.008870129728911678,0.01100969785650855,3,0
CSGP,-0.045311535977756175,-0.005516348424632253,-0.08503958448906312,-0.030226537182524632,1.2889454591187361,0.03392449812794813,-0.021044502939090742,-0.0340250405398348,-0.13676701598097363,-0.05811703015842994,-0.12306893792348308,0.0613538819862772,0.04483257080005794,0.04406123597477376,-0.10757409203746086,-0.044320963807885604,-0.021965514432104902,-0.03506749933803495,0.03926454625436921,-0.02975462904683465,-0.023480479203379884,0.007862075602202433,0.02369529898171715,0.028369834917401457,0.022970057197735025,-0.04732789026681657,-0.043661104618533966,-0.021044360228004218,0.011944724818681536,-0.00965809700952117,0.025178026376757222,-0.05220130892161554,-0.04661120421813478,-0.06251900662762322,-0.03685474018240302,-0.03401258835148895,-0.047235244227195904,-0.0276380884850968,-0.06211870488136686,-0.08931721242202571,-0.021502118657392065,-0.0386863904100487,-0.05278061330807116,-0.08377008400920422,1.0386766953851552,-0.023197119267152653,-0.019709169716187032,0.09205769464531666,-0.02139125199625798,0.01948565793792021,0.15655204378001494,-0.034412748465131274,0.006691283246212396,-0.009458201154341398,0.013788726421825506,0.03167982887935273,-0.03986154527665925,-0.7094309155362918,-0.05666304977680465,-0.0031703782611929754,4,1
CSGS,-0.04586322396752793,-0.029241900315718567,-0.08503958448906312,-0.03019006229067951,0.30721268487602316,0.021774724842184148,-0.021044529769163513,-0.03504233335867839,-0.21441146681578727,-0.08686079074340552,0.11276352737679732,0.057057437423938366,0.047000972562272314,0.04403184238469484,-0.080966939431828,-0.04461258351649271,-0.021965572198162798,-0.035067501251995176,0.039264541830542087,-0.02975462906191568,-0.02348050089183062,0.007861769324795575,0.023695188100879533,0.028369525070165637,0.022970159011263,-0.04949701719198904,-0.04366110475558881,-0.02104447707657185,0.011538118031166762,-0.009924710172369537,0.025147008888779895,-0.05230083092593559,-0.0466477435907357,-0.06270109234150337,-0.03690810835621941,-0.03402534845111611,-0.047241733357196676,-0.027107905287698592,0.02414277128074117,-0.042163857838865046,-0.025057060519636448,-0.02780199394628361,0.0019200249333375008,-0.07367232793759208,0.2540041983880671,-0.02377961404379498,-0.0163919883492259,0.012711162403918293,-0.02139125283658463,0.006436727677185825,0.1402032884782643,-0.03441274846458647,-0.00042357263968843454,0.012648192227702347,0.009312416923412512,0.027020554056519295,-0.03986154824757077,0.04695947955767726,-0.0002781441023241828,0.006561046525464934,3,0
CSII,-0.046888517780585365,-0.029241900315718567,-0.08503958448906312,-0.030226537182524632,1.3503037575089059,0.008690353611361393,-0.021044556599236288,-0.035663653857195436,-0.2559200742091541,-0.09455252009588554,0.12228645352906518,0.05471953124252985,0.04701256804928149,0.04406123597477376,-0.11456529760966247,-0.04473332283435188,-0.021966060000429454,-0.035067539531199614,0.03926454625436921,-0.029754629057701862,-0.023480557757890468,0.007861681694233165,0.02369511804184283,0.028369443942971397,0.022970057197735025,-0.034313128715781765,-0.0436611050296985,-0.02104435466378671,0.011494004251294173,-0.00995081147328959,0.025103279989947144,-0.05230130240291276,-0.05059689712417265,-0.06264730231484322,-0.03672750138961683,-0.0339619184451277,-0.04722760598042417,-0.027770634284446347,-0.04774179218768218,-0.18350363241849205,-0.022808708267858975,-1.2268041938757743,-0.05278061330807116,0.008792679980573728,-0.530668298609021,-0.022905871878831488,-0.026343532450109296,-0.05220872761177126,-0.021391252397123105,0.004454740627835565,0.14572113567567435,-0.03441225581779203,-0.0075384285255892655,-0.02603799619087421,0.47783281109063874,0.012266183784213408,-0.0398615512184823,-0.4440307769068289,-0.04726556549772457,-0.0031703782611929754,5,0
CSL,-0.04063977691992814,-0.08460152139491997,-0.08503958448906312,-0.030153992675410444,-0.2450120006355028,0.024578518677360446,-0.021044527705311764,-0.032107861174359126,-0.0417207615124762,-0.08136644437478435,-0.22277957645899354,0.008256286175756886,0.04376061270219183,0.04406123597477376,-0.3471013625394222,-0.04413471260630582,-0.02196552726900666,-0.03506751437629384,0.03926453077097429,-0.02975462905415338,-0.02348047840989998,0.007861830752101581,0.02369523554243194,0.028369555370683967,0.02297026545267861,-0.03756681910354047,-0.04366110516675334,-0.021044432562831797,0.011559431430431047,-0.009813165591524241,0.02518555449386578,-0.05226797796325725,-0.046648296527654176,-0.06269850288726589,-0.036905648577937815,-0.03402529302315706,-0.04724342323480104,-0.027107905287698592,-0.023095656141365602,-0.03963778527191001,-0.024760108335439426,-0.03754066446649448,-0.0183973549849,-0.08208712466393553,0.8222153169031999,-0.02407086143211614,-0.017055424622618127,0.07763105241960785,-0.021391253173692417,0.01703834137689921,0.1252755737196531,-0.03441274846913677,0.00012372396691932215,0.007121593882191411,0.010804520089550176,0.028379509213179045,-0.03986154801903912,-0.17863063827736606,-0.031155592447873005,0.0029465173189919965,1,0
CSOD,-0.04643870699262094,-0.08460152139491997,-0.08503958448906312,-0.030226537182524632,1.135549713143312,0.01616713717183154,-0.021044552471532783,-0.0354524130201669,-0.2517480886645043,-0.04018329160691206,0.12228645352906518,0.01900059372058235,0.046792360409604196,0.04406123597477376,-0.07244467230539649,-0.044648532300769504,-0.021962687104493547,-0.03506748402635318,0.03926455067819633,-0.029754629048608885,-0.023480467301181314,0.007861692433272676,0.023695121351718577,0.02836914191522418,0.022970057197735025,-0.045158763341644106,-0.04366108241564933,-0.021044321278481673,0.011517135072201149,-0.009956575374120116,0.02511971432210489,-0.05229234503462767,-0.04723059114393096,-0.06264800852963527,-0.03688257044871992,-0.034015353914919805,-0.047200613002157096,-0.027770634284446347,0.14203345536895545,-0.04047980946089502,-0.025235231830154664,-0.8965486906462705,-0.05278061330807116,-0.013085791507919239,-0.28714924781682116,-0.020575892772262187,-0.025016659903324842,-0.05220872761177126,-0.02139125258057814,0.005069397810397095,0.14057457551407102,-0.03441274751153066,-0.006443835312373753,-0.031564594536385146,0.3360830103075607,0.008577591216136937,-0.039861550761418986,0.24600958352977442,0.07678122698613245,-0.0031703782611929754,3,0
CSU,-0.046615920990571415,-0.1636866943652077,-0.08503958448906312,-0.030226537182524632,-0.1836537022453332,0.018036333061949072,-0.021044562790791543,-0.035469138517879806,-0.2604537321172137,-0.10233669598166704,0.12228645352906518,0.0613538819862772,0.047531065023119934,0.04368267396857468,-0.09486548784121046,-0.04461432282926655,-0.021966560639597867,-0.03506749906461206,0.039264548466282766,-0.029754629067460174,-0.0234805463846785,0.007861194571400939,0.023695185894295697,0.028369337402439212,0.022970057197735025,-0.06468090566819631,-0.043661114486482695,-0.02104449376922437,0.011653772135701642,-0.009941903626551504,0.02638258682000402,-0.05230780280763962,-0.046662243548280205,-0.06271827690144292,-0.036901141130824947,-0.03403122673203717,-0.04723772271434898,-0.03333755785712751,3.5128033286368527,0.1611248392160878,-0.025998823160947017,-0.08451542815221748,-0.05278061330807116,-0.07367232793759208,-0.5847836432295097,-0.02407086143211614,-0.027006968723501525,-0.07384869095033444,-0.02139126715682566,0.0008738673021460886,0.12377414535343242,-0.03441274847050496,-0.009180318345412533,-0.48843005776528925,0.04363078974457876,0.05769411330683941,-0.03986155190407726,0.4450596875018716,2.2800885411041643,-0.0031703782611929754,5,0
CSV,-0.0468527937345771,-0.12414410788006384,-0.08503958448906312,-0.030214378885242928,-0.2450120006355028,0.026447714567477985,-0.021044517386053004,-0.03545169520545483,-0.23855129852185766,-0.10265314757642989,0.04386235580450638,0.060082096598007416,0.046481866368450905,0.04358868502493832,-0.09071258253737957,-0.04462996927137795,-0.021965552942810163,-0.035067501251995176,0.039264541830542087,-0.029754629064355255,-0.023480517554908625,0.007861768465672415,0.02369515610541395,0.02836953093478209,0.022970513044667094,-0.022382930627333188,-0.04366110585202756,-0.02104449376922437,0.01145815147888836,-0.009924055183638796,0.025170066318503097,-0.052306244291401065,-0.04664123845051834,-0.0627017985562954,-0.03690920302194682,-0.034025018800622774,-0.047246780458308386,-0.027372996886397695,0.09643810368326981,0.03349802999993101,-0.025464309229392367,0.004851195445011646,0.005045775689989427,-0.09050192139027897,0.443407904559778,-0.02407086143211614,-0.023026351083148166,-0.03778208538606247,-0.021391253655170278,0.0021066474485091913,0.12929266807876755,-0.034412748441921645,0.002312910393350346,-0.014984799499852335,-0.010084924236377111,0.019060959567512168,-0.03986154687638084,0.19292955580388196,0.04697777684390707,0.007117127941845386,2,1
